,Unnamed: 0,budget,popularity,runtime,vote_average,vote_count,Days,Fantasy,Science Fiction,Action,Adventure,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Mystery,Horror,War,History,Music,Foreign,popularity_index,y_test
465,465,80000000.0,14.530945999999998,74.0,7.0,292.0,32536,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.017725595080628768,90874570.0
2117,2117,20000000.0,11.62423,89.0,4.6,191.0,34412,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.2691073547935109,67192859.0
1027,1027,15000000.0,63.071046,93.0,7.2,1488.0,26271,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.096501277134786,125212904.0
2780,2780,13000000.0,10.475368,91.0,4.6,243.0,38234,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.34237218437080186,1784763.0
596,596,70000000.0,13.267631,97.0,5.2,269.0,33585,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.3790045991594473,33561137.0
627,627,67000000.0,12.282911,102.0,5.0,207.0,35216,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.421560288885159,25303038.0
4149,4149,29584033.76797455,0.209475,106.0,6.6,8.0,37415,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0008642647624451008,83769672.29056203
4166,4166,29584033.76797455,1.294967,160.0,5.6,10.0,37337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.014089390303325181,222000.0
2289,2289,19000000.0,27.494037,101.0,5.9,583.0,36334,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,13.373219364081777,49830607.0
2197,2197,20000000.0,19.220789,106.0,6.2,671.0,36841,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.017726337576129153,30426096.0
723,723,60000000.0,20.501582,91.0,4.9,950.0,35635,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.338492078815892,163403799.0
2895,2895,12000000.0,2.695896,110.0,5.2,28.0,32229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0394502928493105,83769672.29056203
1964,1964,41300000.0,23.441135,98.0,6.2,531.0,32599,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4856781867281267,106371651.0
1738,1738,28000000.0,7.039189,134.0,6.8,91.0,31814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12821345176025914,5684789.0
152,152,145000000.0,56.747978,95.0,6.7,1603.0,38417,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.9193268150890894,521170825.0
3137,3137,10.0,10.013629,99.0,4.9,119.0,37570,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.16766374460956962,10000000.0
3077,3077,29584033.76797455,1.610132,92.0,6.8,15.0,27923,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11136738159921768,83769672.29056203
2428,2428,17000000.0,18.790102,133.0,6.2,293.0,35854,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.41281913588742775,29536299.0
1222,1222,40000000.0,72.641296,97.0,5.3,1695.0,37862,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.388151656413618,126069509.0
3617,3617,5000000.0,2.739307,90.0,4.9,47.0,33033,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0010810734485567582,83769672.29056203
459,459,80000000.0,41.670544,83.0,7.4,831.0,33425,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0.2946885105226512,122563539.0
1674,1674,30000000.0,48.0343,92.0,5.4,656.0,38043,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.3876227459566277,83769672.29056203
4206,4206,29584033.76797455,4.554574,96.0,6.8,52.0,35289,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.4294898397366894,83769672.29056203
3744,3744,4500000.0,2.503612,86.0,4.8,67.0,37349,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0943989150322787,83769672.29056203
2103,2103,20000000.0,22.001408,117.0,6.7,383.0,33754,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,30.029967669558587,83769672.29056203
241,241,135000000.0,39.873791,112.0,5.8,963.0,38547,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4247304435792383,245623848.0
4418,4418,29584033.76797455,0.328498,85.0,5.0,4.0,35977,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0075155394548705404,83769672.29056203
3875,3875,2000000.0,0.11615,92.0,8.0,1.0,32487,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.001408939030332518,7.0
3872,3872,29584033.76797455,1.814802,91.0,6.7,37.0,34994,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.016188629394837225,83769672.29056203
3670,3670,29584033.76797455,0.028756,88.0,6.104517497348888,701.7172852598093,38329,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9886768714615224,83769672.29056203
4087,4087,29584033.76797455,7.792851,101.0,7.1,120.0,33873,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.16907268363990213,6003587.0
1115,1115,43000000.0,18.65632,84.0,5.3,280.0,33383,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.929429854525182,68696770.0
3354,3354,29584033.76797455,1.830306,46.0,7.5,10.0,32676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298065140676025,21268532.0
3440,3440,4800000.0,11.086001,121.0,7.4,586.0,33686,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.8256382717748555,79384880.0
1163,1163,45000000.0,32.549282,83.0,5.3,750.0,34845,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.030334653668122494,178262620.0
2759,2759,13000000.0,1.750054,84.0,5.5,10.0,31948,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.7355093602192909,8026971.0
1731,1731,28000000.0,22.074306,103.0,5.8,491.0,34874,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2.0089559679701217,38159905.0
3833,3833,3500000.0,2.938973,121.0,6.2,35.0,20186,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.126212355137,12000000.0
1128,1128,42000000.0,3.844926,126.0,6.5,47.0,31409,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.06622013442562834,83769672.29056203
4297,4297,1200000.0,6.9208729999999985,99.0,6.9,149.0,16390,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0005227168322692019,7000000.0
3997,3997,2600000.0,22.793929,93.0,7.2,609.0,23092,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.26591882349794954,119500000.0
2147,2147,20000000.0,14.857884,113.0,6.3,257.0,36304,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2080238442211382,45636368.0
3538,3538,6500000.0,15.580335,120.0,7.6,292.0,28714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4114101968570952,37295445.0
2415,2415,17000000.0,12.709227,81.0,5.9,198.0,32094,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5593349153219971,30331165.0
4370,4370,1000000.0,0.280083,119.0,7.3,4.0,33005,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0.005635756121330072,852206.0
101,101,160000000.0,3.195174,132.0,7.1,5181.0,36712,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35278485707868595,353624124.0
3055,3055,10000000.0,30.863082,101.0,6.3,700.0,37107,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.3098529354011407,9636289.0
4636,4636,29584033.76797455,0.812855,96.0,5.7,16.0,32571,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.02254302448532029,83769672.29056203
193,193,130000000.0,42.840582,100.0,5.0,2532.0,37449,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004898242816022619,243843127.0
4499,4499,29584033.76797455,0.099902,106.0,5.5,2.0,32855,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.8518246152061988,83769672.29056203
1376,1376,35000000.0,11.897925,90.0,6.3,177.0,31708,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.01400272264171147,83769672.29056203
1096,1096,45000000.0,14.813057,99.0,5.0,332.0,35706,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27155807682335376,42487390.0
2490,2490,16000000.0,29.253833,116.0,6.8,624.0,27503,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13366700996083916,5900000.0
4321,4321,1100000.0,1.220072,99.0,6.8,15.0,28070,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0021302195905970735,1400000.0
1871,1871,25000000.0,27.683874,90.0,6.1,663.0,35188,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0036070431408576453,229736344.0
3095,3095,10000000.0,10.733761,111.0,6.0,190.0,35243,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.7133009421773584,21786738.0
2316,2316,18000000.0,25.43954,96.0,6.1,882.0,33110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.8518082803051903,141774679.0
4196,4196,1700000.0,2.079125,98.0,5.5,39.0,32522,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0007610578878919485,1943649.0
3107,3107,10000000.0,9.805551,99.0,6.5,177.0,36070,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.1489913745932313,295750.0
3255,3255,8000000.0,7.894489,82.0,6.4,177.0,31836,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2493822083688557,17460020.0
1833,1833,45000000.0,4.340616000000002,95.0,5.1,377.0,33829,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4826955823030906,124914842.0
2254,2254,40000000.0,8.978408,125.0,6.5,52.0,35657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.834359258420709,7400000.0
2320,2320,16000000.0,33.452469,110.0,3.7,392.0,37940,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.552304099890347,19682924.0
3792,3792,16000000.0,18.790221,100.0,6.1,291.0,37392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01715496194945496,318982.0
3361,3361,29584033.76797455,0.000372,90.0,4.0,3.0,24841,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.004226817090997554,83769672.29056203
804,804,60000000.0,14.113066,97.0,6.0,226.0,34328,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.31842022085514904,61347797.0
3655,3655,29584033.76797455,0.219799,95.0,3.8,4.0,34298,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.005635756121330072,83769672.29056203
951,951,50000000.0,20.566554,89.0,5.8,817.0,37882,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.480969353035569,160602194.0
3562,3562,5500000.0,9.59729,115.0,7.5,205.0,37500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.28883250121816617,99067206.0
3153,3153,10000000.0,10.073144,94.0,5.1,74.0,38087,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3592512503915162,83769672.29056203
1263,1263,40000000.0,8.303696,107.0,6.6,152.0,36966,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.21415873261054272,24719215.0
168,168,137000000.0,26.074908,106.0,5.9,433.0,33099,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.414467254880988,85131830.0
2924,2924,13000000.0,38.018085,81.0,6.7,1062.0,33533,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4602276684615195,97837138.0
1547,1547,25000000.0,32.105328,132.0,7.2,1101.0,37527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.551241872396102,115922175.0
2616,2616,15000000.0,25.329493,107.0,7.4,1388.0,35511,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3.213902168342176,34533783.0
1540,1540,30000000.0,36.432598,108.0,6.0,1344.0,33138,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.421635280930701,287553595.0
4626,4626,300000.0,0.006323,98.0,6.104517497348888,701.7172852598093,36343,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.004679949138910197,83769672.29056203
97,97,15000000.0,9.476999,120.0,6.5,143.0,38605,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.9498262186761752,77000000.0
1716,1716,28000000.0,38.0958,89.0,6.1,1337.0,33187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.921373803857012,60780981.0
1266,1266,40000000.0,16.424807,109.0,5.5,348.0,36134,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.298062913189524,28169671.0
3916,3916,3000000.0,5.3448150000000005,133.0,7.3,82.0,13796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3697646090514357,9012000.0
4593,4593,29584033.76797455,2.77754,86.0,6.3,22.0,31746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030996658667315394,83769672.29056203
81,81,180000000.0,110.620647,97.0,7.0,4496.0,37812,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.15096492763324768,758539785.0
1839,1839,25000000.0,31.64341,93.0,5.8,974.0,34783,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.731717736791394,117719158.0
1075,1075,45000000.0,31.856589000000003,131.0,6.2,766.0,37121,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7.41472564331512,82966152.0
1775,1775,29584033.76797455,2.653988,120.0,5.9,23.0,33992,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0002614038632557713,83769672.29056203
2944,2944,11000000.0,33.758281,81.0,7.3,838.0,29911,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.18069090741865,83769672.29056203
2904,2904,12000000.0,11.150261,99.0,6.0,229.0,37770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.13609274276058844,101332962.0
154,154,145000000.0,61.788035,97.0,7.1,1922.0,37259,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13.408081012815726,306941670.0
4592,4592,385907.0,3.232447,197.0,7.4,60.0,2117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08453634181995108,8394751.0
2867,2867,29584033.76797455,5.359381,81.0,4.9,23.0,32683,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03240559769764791,83769672.29056203
996,996,55000000.0,11.329727,109.0,5.9,132.0,33368,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4.298073308126529,83769672.29056203
3323,3323,7500000.0,8.859657,92.0,6.2,116.0,33891,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.16343692751857208,83769672.29056203
1230,1230,25000000.0,8.178203,108.0,5.4,138.0,30541,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00038610417557421317,48063435.0
3957,3957,29584033.76797455,9.342465,88.0,6.1,15.0,35952,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0119608600156599,83769672.29056203
1297,1297,40000000.0,21.362949,113.0,6.0,433.0,37658,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6100706001339803,44907260.0
2693,2693,29584033.76797455,3.876242,155.0,6.1,67.0,24322,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3.9076335342414503,83769672.29056203
2580,2580,15000000.0,7.809701,117.0,5.9,80.0,36559,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.11271512242660145,20529194.0
3462,3462,6000000.0,12.601677,89.0,4.4,91.0,35327,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.01007937641769093,18197398.0
1372,1372,35000000.0,3.74263,105.0,5.5,225.0,34461,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3170112818248165,68915888.0
1485,1485,33000000.0,7.339908,96.0,4.9,110.0,32802,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.05805126820189669,83769672.29056203
1975,1975,17000000.0,7.701041,95.0,5.5,160.0,34034,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2254302448532029,16980098.0
1516,1516,32000000.0,15.560918,121.0,6.6,225.0,32480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3170112818248165,83769672.29056203
4411,4411,29584033.76797455,0.023681,87.0,5.5,3.0,34195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.02125244870744512,83769672.29056203
4656,4656,29584033.76797455,1.063615,107.0,5.0,12.0,26012,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.003205353075150773,83769672.29056203
3920,3920,3000000.0,5.003615,97.0,6.3,94.0,28357,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.23447339656125496,7282851.0
858,858,50000000.0,14.808304,112.0,6.2,316.0,37743,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.4452247335850757,80383290.0
311,311,100000000.0,12.092241,95.0,4.4,142.0,33508,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.20006934230721754,7103973.0
2422,2422,17000000.0,32.746486,112.0,7.3,2247.0,37205,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3.165886001157168,115350426.0
4563,4563,29584033.76797455,6.672008,82.0,6.3,113.0,26828,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.003431071707267019,83769672.29056203
1926,1926,14000000.0,21.680424,92.0,5.8,498.0,37176,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7016516371055939,85446075.0
529,529,70000000.0,27.055085,121.0,6.4,573.0,33712,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9588416117973082,85632458.0
3560,3560,5000000.0,56.30466,89.0,4.9,983.0,37961,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.04102881636013005,103590271.0
1446,1446,32000000.0,43.862456,139.0,6.5,987.0,36706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21918095923537928,54674226.0
3339,3339,7500000.0,45.610993,95.0,7.2,2904.0,36036,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6.351028074458312,60722734.0
4543,4543,29584033.76797455,0.218736,91.0,4.0,1.0,34671,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.001408939030332518,83769672.29056203
497,497,78000000.0,10.083905,124.0,6.7,1115.0,33553,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5709670188207574,209196298.0
1574,1574,30000000.0,11.409124,99.0,5.8,205.0,35586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.28883250121816617,63833449.0
186,186,130000000.0,38.068736,147.0,6.3,1564.0,33845,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5274012363811142,273339556.0
207,207,65000000.0,43.129703000000006,113.0,7.1,1710.0,29050,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5274012363811142,261317921.0
412,412,60000000.0,29.211255,136.0,5.4,516.0,33733,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.480974354384992,74208267.0
2140,2140,20000000.0,7.902536,158.0,6.2,63.0,21516,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.08876315891094863,31678778.0
2418,2418,29584033.76797455,10.149569,98.0,5.1,64.0,33894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09017209794128114,83769672.29056203
1740,1740,28000000.0,40.28635,103.0,6.3,2224.0,37497,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13348040345952,60700000.0
4327,4327,29584033.76797455,0.249457,90.0,3.1,6.0,36336,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.008453634181995108,83769672.29056203
307,307,90000000.0,61.025639,127.0,6.1,1795.0,37880,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5290455594468697,206172544.0
4368,4368,1000000.0,9.954848,92.0,6.7,191.0,33441,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0.000691263310856004,83769672.29056203
170,170,135000000.0,39.604363,128.0,6.0,862.0,32497,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.008973787862132,361832400.0
4441,4441,858000.0,47.651878,70.0,6.8,1405.0,11592,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.02317254207143397,267447150.0
1906,1906,25000000.0,39.784026,108.0,6.3,824.0,34111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21918244422638009,30411183.0
4078,4078,29584033.76797455,15.046612,102.0,7.2,242.0,30393,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3409632453404693,83769672.29056203
3161,3161,9000000.0,7.6239789999999985,181.0,7.4,134.0,22265,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.004328748767229327,83304330.0
2454,2454,16000000.0,35.77706699999999,107.0,6.5,1859.0,30709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.619217657388151,247275374.0
1176,1176,40000000.0,21.743321,152.0,7.2,467.0,34314,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6.848842350140187,124731534.0
2038,2038,29584033.76797455,3.70789,142.0,6.3,112.0,32368,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2.350138590359833,83769672.29056203
4492,4492,29584033.76797455,4.596157,90.0,5.6,63.0,37173,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.3384257365967909,83769672.29056203
213,213,125000000.0,54.931334,123.0,5.9,1928.0,32695,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7164344504810947,546388105.0
4697,4697,29584033.76797455,6.722213000000001,84.0,6.1,25.0,27657,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8.093200954168038e-05,83769672.29056203
85,85,170000000.0,72.22526500000002,136.0,7.6,5764.0,37743,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.121124570836633,714766572.0
831,831,55000000.0,22.787667000000006,104.0,6.1,458.0,28889,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6452940758922932,63408614.0
1974,1974,40000000.0,10.713521,127.0,7.6,721.0,32540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8381185258946352,83769672.29056203
3040,3040,10000000.0,5.647538,96.0,6.2,136.0,34509,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.3697675790334372,17297244.0
2552,2552,15000000.0,42.952942,115.0,7.0,951.0,38003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04148396610186445,52501541.0
2699,2699,14000000.0,7.487842999999999,87.0,5.5,134.0,37232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1887978300645574,11417362.0
1131,1131,32000000.0,28.221190000000004,133.0,5.9,541.0,28721,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7622360154098922,156167015.0
567,567,70000000.0,20.230535,116.0,5.7,455.0,32396,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,32.965491821549165,309457509.0
3404,3404,29584033.76797455,14.574995,115.0,7.0,251.0,27251,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0067359191794690325,41410568.0
1920,1920,25000000.0,51.915025,140.0,7.7,1272.0,36820,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7921704465829629,23057115.0
2082,2082,21000000.0,13.847872,91.0,6.3,276.0,36610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3888671723717749,970816.0
1001,1001,50000000.0,8.139676,97.0,3.9,112.0,35896,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1592686572326745,12764201.0
2179,2179,20000000.0,8.244324,100.0,5.6,111.0,35014,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0027769331714301345,17807569.0
2406,2406,17000000.0,70.66892299999998,104.0,6.4,1219.0,37889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.7174966779753391,136621271.0
2494,2494,29584033.76797455,4.4885470000000005,135.0,6.9,21.0,34680,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.029587719636982875,83769672.29056203
2270,2270,20000000.0,14.182301,83.0,5.3,68.0,37090,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0006024958940091565,83769672.29056203
2831,2831,12000000.0,8.083995,89.0,5.5,339.0,35756,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.35609707929687945,40855419.0
1036,1036,46000000.0,12.971122,117.0,6.2,232.0,31275,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,13.408098090212235,100860818.0
182,182,130000000.0,120.09361,117.0,7.0,5880.0,38224,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35278485707868595,519311965.0
2502,2502,16000000.0,14.529496,110.0,6.7,172.0,37637,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2423375132171931,83769672.29056203
434,434,82000000.0,26.065735,113.0,6.2,785.0,34516,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.1060171388110265,190320568.0
291,291,100000000.0,58.849256,131.0,6.4,1926.0,34335,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.00021086872210859844,347451894.0
3933,3933,3000000.0,4.337685,87.0,5.9,90.0,32215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.002100519770581778,3076820.0
4465,4465,780000.0,6.003418,90.0,6.6,98.0,33900,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.13807602497258675,83769672.29056203
537,537,75000000.0,37.917002,110.0,5.7,880.0,36882,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2398663466926156,226904017.0
1353,1353,36000000.0,1.068453,95.0,4.6,14.0,32578,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.08483233840518907,3003296.0
190,190,130000000.0,89.938296,107.0,6.7,2061.0,36866,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.1711251654596303,371940071.0
